0,75,147,111,35,102,92,74,170,138,182,190,107
75,0,77,72,112,59,50,118,117,115,91,92,124
147,77,0,137,112,188,167,88,159,66,109,54,164
111,72,137,0,112,100,69,119,96,155,177,77,48
35,112,112,112,0,59,28,124,94,16,90,155,122
102,59,188,100,59,0,136,104,130,37,90,137,154
92,50,167,69,28,136,0,105,58,147,94,93,128
74,118,88,119,124,104,105,0,148,99,109,130,165
170,117,159,96,94,130,58,148,0,59,169,46,130
138,115,66,155,16,37,147,99,59,0,72,172,47
182,91,109,177,90,90,94,109,169,72,0,31,153
190,92,54,77,155,137,93,130,46,172,31,0,127
107,124,164,48,122,154,128,165,130,47,153,127,0
