0,49,116,32,101,65,115,106,16,53,108,99,124
49,0,144,99,59,122,118,101,117,121,29,94,30
116,144,0,127,91,173,87,62,53,89,158,85,119
32,99,127,0,117,135,76,114,83,106,72,109,38
101,59,91,117,0,95,175,171,155,117,127,128,36
65,122,173,135,95,0,60,103,31,157,91,60,110
115,118,87,76,175,60,0,108,125,136,172,102,95
106,101,62,114,171,103,108,0,65,45,91,152,64
16,117,53,83,155,31,125,65,0,125,80,176,97
53,121,89,106,117,157,136,45,125,0,113,137,173
108,29,158,72,127,91,172,91,80,113,0,92,116
99,94,85,109,128,60,102,152,176,137,92,0,134
124,30,119,38,36,110,95,64,97,173,116,134,0
