0,101,101,145,59,120,100,146,60,7,119,141,50
101,0,35,164,165,112,179,191,61,114,54,145,116
101,35,0,104,102,62,130,87,101,114,103,60,93
145,164,104,0,65,167,98,58,186,110,94,68,92
59,165,102,65,0,79,117,127,67,50,72,122,82
120,112,62,167,79,0,38,115,103,131,94,78,103
100,179,130,98,117,38,0,130,105,63,51,153,113
146,191,87,58,127,115,130,0,171,131,137,130,158
60,61,101,186,67,103,105,171,0,9,146,96,171
7,114,114,110,50,131,63,131,9,0,123,149,103
119,54,103,94,72,94,51,137,146,123,0,43,100
141,145,60,68,122,78,153,130,96,149,43,0,98
50,116,93,92,82,103,113,158,171,103,100,98,0
