0,101,94,4,158,97,170,126,76,97,32,81,93
101,0,51,80,152,160,131,99,94,99,57,74,8
94,51,0,173,118,157,104,41,153,18,112,25,107
4,80,173,0,92,104,57,88,75,133,173,100,74
158,152,118,92,0,95,134,119,166,113,118,47,149
97,160,157,104,95,0,101,172,56,85,82,44,38
170,131,104,57,134,101,0,69,83,104,153,141,158
126,99,41,88,119,172,69,0,14,57,122,162,30
76,94,153,75,166,56,83,14,0,129,105,177,126
97,99,18,133,113,85,104,57,129,0,154,82,63
32,57,112,173,118,82,153,122,105,154,0,103,34
81,74,25,100,47,44,141,162,177,82,103,0,90
93,8,107,74,149,38,158,30,126,63,34,90,0
