0,109,93,28,177,77,80,31,116,104,31,95,105
109,0,98,132,78,15,72,124,190,141,107,69,111
93,98,0,51,52,33,109,134,109,146,96,92,159
28,132,51,0,132,68,81,102,126,86,64,156,70
177,78,52,132,0,115,83,103,111,76,146,87,143
77,15,33,68,115,0,44,147,77,39,128,120,124
80,72,109,81,83,44,0,68,90,133,100,123,53
31,124,134,102,103,147,68,0,57,18,97,93,165
116,190,109,126,111,77,90,57,0,165,51,161,129
104,141,146,86,76,39,133,18,165,0,73,145,123
31,107,96,64,146,128,100,97,51,73,0,135,61
95,69,92,156,87,120,123,93,161,145,135,0,128
105,111,159,70,143,124,53,165,129,123,61,128,0
