0,115,88,86,53,134,176,102,71,129,77,126,141
115,0,166,39,93,42,123,75,142,43,11,123,60
88,166,0,26,132,99,77,116,128,81,68,106,170
86,39,26,0,143,83,44,63,102,115,159,82,183
53,93,132,143,0,107,139,115,147,92,103,81,148
134,42,99,83,107,0,90,48,143,104,26,176,111
176,123,77,44,139,90,0,90,72,47,69,134,136
102,75,116,63,115,48,90,0,42,134,26,120,96
71,142,128,102,147,143,72,42,0,123,32,105,76
129,43,81,115,92,104,47,134,123,0,75,132,113
77,11,68,159,103,26,69,26,32,75,0,97,56
126,123,106,82,81,176,134,120,105,132,97,0,139
141,60,170,183,148,111,136,96,76,113,56,139,0
