0,106,47,99,143,96,86,101,88,135,148,50,93
106,0,106,110,148,101,59,37,179,126,54,30,180
47,106,0,109,103,122,77,196,108,181,67,55,119
99,110,109,0,197,133,78,86,68,160,87,104,68
143,148,103,197,0,140,7,132,116,55,97,112,90
96,101,122,133,140,0,83,93,109,88,26,144,152
86,59,77,78,7,83,0,102,139,74,46,117,104
101,37,196,86,132,93,102,0,153,181,139,131,102
88,179,108,68,116,109,139,153,0,155,109,83,61
135,126,181,160,55,88,74,181,155,0,71,100,152
148,54,67,87,97,26,46,139,109,71,0,50,117
50,30,55,104,112,144,117,131,83,100,50,0,141
93,180,119,68,90,152,104,102,61,152,117,141,0
