0,97,113,149,61,93,128,41,157,67,141,102,83
97,0,132,117,84,57,126,112,119,84,78,103,101
113,132,0,118,123,97,123,76,120,82,88,160,152
149,117,118,0,67,157,49,68,98,88,74,116,80
61,84,123,67,0,78,79,94,52,87,146,155,67
93,57,97,157,78,0,120,102,72,154,9,105,166
128,126,123,49,79,120,0,122,126,71,10,49,30
41,112,76,68,94,102,122,0,101,95,135,122,109
157,119,120,98,52,72,126,101,0,117,73,88,120
67,84,82,88,87,154,71,95,117,0,68,72,95
141,78,88,74,146,9,10,135,73,68,0,50,18
102,103,160,116,155,105,49,122,88,72,50,0,148
83,101,152,80,67,166,30,109,120,95,18,148,0
