0,104,83,137,18,122,81,56,73,102,104,69,107
104,0,158,77,39,121,86,94,112,90,28,131,110
83,158,0,108,15,53,57,65,116,57,96,115,168
137,77,108,0,106,36,39,113,73,128,121,123,176
18,39,15,106,0,109,68,102,99,82,107,77,168
122,121,53,36,109,0,61,24,48,23,20,64,158
81,86,57,39,68,61,0,87,132,74,87,116,85
56,94,65,113,102,24,87,0,90,107,83,187,106
73,112,116,73,99,48,132,90,0,119,139,159,94
102,90,57,128,82,23,74,107,119,0,138,63,13
104,28,96,121,107,20,87,83,139,138,0,35,107
69,131,115,123,77,64,116,187,159,63,35,0,82
107,110,168,176,168,158,85,106,94,13,107,82,0
