0.0,62.0,150.0,72.0,59.0,135.0,79.0,106.0,61.0
62.0,0.0,110.0,126.0,93.0,75.0,59.0,112.0,123.0
150.0,110.0,0.0,169.0,124.0,131.0,59.0,104.0,150.0
72.0,126.0,169.0,0.0,132.0,43.0,73.0,108.0,88.0
59.0,93.0,124.0,132.0,0.0,157.0,106.0,76.0,94.0
135.0,75.0,131.0,43.0,157.0,0.0,186.0,110.0,161.0
79.0,59.0,59.0,73.0,106.0,186.0,0.0,120.0,143.0
106.0,112.0,104.0,108.0,76.0,110.0,120.0,0.0,111.0
61.0,123.0,150.0,88.0,94.0,161.0,143.0,111.0,0.0
2900.25,2900.25,2900.25,2900.25,2900.25,2900.25,2900.25,2900.25,2900.25
