0.0,129.0,82.0,103.0,130.0,45.0,66.0,98.0,121.0,97.0,77.0,158.0
129.0,0.0,63.0,84.0,122.0,136.0,92.0,83.0,72.0,71.0,69.0,38.0
82.0,63.0,0.0,127.0,84.0,77.0,128.0,46.0,48.0,39.0,146.0,155.0
103.0,84.0,127.0,0.0,110.0,104.0,48.0,94.0,123.0,99.0,114.0,95.0
130.0,122.0,84.0,110.0,0.0,45.0,55.0,175.0,179.0,68.0,141.0,69.0
45.0,136.0,77.0,104.0,45.0,0.0,112.0,19.0,108.0,63.0,90.0,57.0
66.0,92.0,128.0,48.0,55.0,112.0,0.0,170.0,166.0,130.0,145.0,125.0
98.0,83.0,46.0,94.0,175.0,19.0,170.0,0.0,79.0,172.0,106.0,63.0
121.0,72.0,48.0,123.0,179.0,108.0,166.0,79.0,0.0,125.0,110.0,103.0
97.0,71.0,39.0,99.0,68.0,63.0,130.0,172.0,125.0,0.0,105.0,68.0
77.0,69.0,146.0,114.0,141.0,90.0,145.0,106.0,110.0,105.0,0.0,150.0
158.0,38.0,155.0,95.0,69.0,57.0,125.0,63.0,103.0,68.0,150.0,0.0
4928.25,4928.25,4928.25,4928.25,4928.25,4928.25,4928.25,4928.25,4928.25,4928.25,4928.25,4928.25
