0.0,74.0,153.0,54.0,104.0,37.0,128.0,119.0,124.0,121.0,113.0,107.0
74.0,0.0,103.0,85.0,151.0,63.0,133.0,153.0,144.0,54.0,140.0,141.0
153.0,103.0,0.0,114.0,95.0,71.0,74.0,113.0,143.0,67.0,132.0,130.0
54.0,85.0,114.0,0.0,50.0,48.0,151.0,118.0,37.0,168.0,147.0,42.0
104.0,151.0,95.0,50.0,0.0,74.0,80.0,147.0,126.0,93.0,155.0,87.0
37.0,63.0,71.0,48.0,74.0,0.0,35.0,101.0,90.0,150.0,82.0,162.0
128.0,133.0,74.0,151.0,80.0,35.0,0.0,118.0,117.0,155.0,32.0,114.0
119.0,153.0,113.0,118.0,147.0,101.0,118.0,0.0,121.0,48.0,135.0,40.0
124.0,144.0,143.0,37.0,126.0,90.0,117.0,121.0,0.0,68.0,107.0,179.0
121.0,54.0,67.0,168.0,93.0,150.0,155.0,48.0,68.0,0.0,148.0,120.0
113.0,140.0,132.0,147.0,155.0,82.0,32.0,135.0,107.0,148.0,0.0,103.0
107.0,141.0,130.0,42.0,87.0,162.0,114.0,40.0,179.0,120.0,103.0,0.0
5241.0,5241.0,5241.0,5241.0,5241.0,5241.0,5241.0,5241.0,5241.0,5241.0,5241.0,5241.0
