0.0,101.0,93.0,116.0,108.0,155.0,134.0,81.0,142.0
101.0,0.0,137.0,98.0,82.0,35.0,42.0,76.0,35.0
93.0,137.0,0.0,125.0,135.0,148.0,51.0,48.0,123.0
116.0,98.0,125.0,0.0,165.0,54.0,88.0,39.0,107.0
108.0,82.0,135.0,165.0,0.0,150.0,20.0,27.0,53.0
155.0,35.0,148.0,54.0,150.0,0.0,126.0,131.0,116.0
134.0,42.0,51.0,88.0,20.0,126.0,0.0,173.0,116.0
81.0,76.0,48.0,39.0,27.0,131.0,173.0,0.0,129.0
142.0,35.0,123.0,107.0,53.0,116.0,116.0,129.0,0.0
2669.25,2669.25,2669.25,2669.25,2669.25,2669.25,2669.25,2669.25,2669.25
