0.0,48.0,116.0,100.0,162.0,108.0,51.0,101.0,113.0
48.0,0.0,110.0,63.0,60.0,128.0,110.0,184.0,138.0
116.0,110.0,0.0,157.0,123.0,47.0,146.0,71.0,128.0
100.0,63.0,157.0,0.0,111.0,138.0,116.0,98.0,191.0
162.0,60.0,123.0,111.0,0.0,54.0,83.0,94.0,152.0
108.0,128.0,47.0,138.0,54.0,0.0,121.0,103.0,99.0
51.0,110.0,146.0,116.0,83.0,121.0,0.0,136.0,100.0
101.0,184.0,71.0,98.0,94.0,103.0,136.0,0.0,166.0
113.0,138.0,128.0,191.0,152.0,99.0,100.0,166.0,0.0
3019.5,3019.5,3019.5,3019.5,3019.5,3019.5,3019.5,3019.5,3019.5
