0.0,56.0,88.0,95.0,154.0,139.0,73.0,90.0,129.0,143.0,122.0
56.0,0.0,78.0,157.0,48.0,123.0,70.0,114.0,102.0,75.0,68.0
88.0,78.0,0.0,84.0,139.0,123.0,126.0,128.0,75.0,157.0,56.0
95.0,157.0,84.0,0.0,78.0,164.0,131.0,68.0,92.0,98.0,120.0
154.0,48.0,139.0,78.0,0.0,112.0,14.0,65.0,141.0,31.0,74.0
139.0,123.0,123.0,164.0,112.0,0.0,159.0,121.0,100.0,104.0,79.0
73.0,70.0,126.0,131.0,14.0,159.0,0.0,106.0,154.0,128.0,176.0
90.0,114.0,128.0,68.0,65.0,121.0,106.0,0.0,113.0,68.0,129.0
129.0,102.0,75.0,92.0,141.0,100.0,154.0,113.0,0.0,99.0,117.0
143.0,75.0,157.0,98.0,31.0,104.0,128.0,68.0,99.0,0.0,30.0
122.0,68.0,56.0,120.0,74.0,79.0,176.0,129.0,117.0,30.0,0.0
4262.25,4262.25,4262.25,4262.25,4262.25,4262.25,4262.25,4262.25,4262.25,4262.25,4262.25
