0.0,61.0,61.0,141.0,169.0,116.0,168.0,113.0,176.0,155.0
61.0,0.0,111.0,67.0,97.0,118.0,35.0,67.0,35.0,111.0
61.0,111.0,0.0,90.0,138.0,39.0,23.0,44.0,98.0,154.0
141.0,67.0,90.0,0.0,109.0,111.0,146.0,81.0,72.0,97.0
169.0,97.0,138.0,109.0,0.0,113.0,104.0,96.0,56.0,129.0
116.0,118.0,39.0,111.0,113.0,0.0,122.0,43.0,59.0,83.0
168.0,35.0,23.0,146.0,104.0,122.0,0.0,95.0,27.0,92.0
113.0,67.0,44.0,81.0,96.0,43.0,95.0,0.0,127.0,86.0
176.0,35.0,98.0,72.0,56.0,59.0,27.0,127.0,0.0,148.0
155.0,111.0,154.0,97.0,129.0,83.0,92.0,86.0,148.0,0.0
3287.25,3287.25,3287.25,3287.25,3287.25,3287.25,3287.25,3287.25,3287.25,3287.25
