0.0,137.0,103.0,138.0,112.0,101.0,85.0,125.0,68.0
137.0,0.0,184.0,143.0,170.0,76.0,91.0,162.0,68.0
103.0,184.0,0.0,124.0,109.0,173.0,116.0,57.0,150.0
138.0,143.0,124.0,0.0,55.0,104.0,124.0,145.0,11.0
112.0,170.0,109.0,55.0,0.0,104.0,49.0,82.0,129.0
101.0,76.0,173.0,104.0,104.0,0.0,83.0,91.0,33.0
85.0,91.0,116.0,124.0,49.0,83.0,0.0,110.0,186.0
125.0,162.0,57.0,145.0,82.0,91.0,110.0,0.0,123.0
68.0,68.0,150.0,11.0,129.0,33.0,186.0,123.0,0.0
2940.75,2940.75,2940.75,2940.75,2940.75,2940.75,2940.75,2940.75,2940.75
