0.0,66.0,130.0,130.0,168.0,88.0,148.0,161.0,104.0,97.0,76.0,120.0
66.0,0.0,37.0,42.0,90.0,89.0,19.0,101.0,92.0,100.0,127.0,130.0
130.0,37.0,0.0,51.0,59.0,50.0,63.0,25.0,120.0,64.0,99.0,60.0
130.0,42.0,51.0,0.0,69.0,37.0,173.0,116.0,37.0,91.0,51.0,115.0
168.0,90.0,59.0,69.0,0.0,128.0,66.0,110.0,87.0,119.0,131.0,126.0
88.0,89.0,50.0,37.0,128.0,0.0,189.0,67.0,88.0,116.0,32.0,153.0
148.0,19.0,63.0,173.0,66.0,189.0,0.0,56.0,141.0,82.0,145.0,99.0
161.0,101.0,25.0,116.0,110.0,67.0,56.0,0.0,111.0,109.0,96.0,90.0
104.0,92.0,120.0,37.0,87.0,88.0,141.0,111.0,0.0,35.0,112.0,64.0
97.0,100.0,64.0,91.0,119.0,116.0,82.0,109.0,35.0,0.0,100.0,88.0
76.0,127.0,99.0,51.0,131.0,32.0,145.0,96.0,112.0,100.0,0.0,147.0
120.0,130.0,60.0,115.0,126.0,153.0,99.0,90.0,64.0,88.0,147.0,0.0
4711.5,4711.5,4711.5,4711.5,4711.5,4711.5,4711.5,4711.5,4711.5,4711.5,4711.5,4711.5
