0.0,97.0,96.0,44.0,79.0,132.0,121.0,147.0,111.0,157.0,105.0
97.0,0.0,155.0,12.0,162.0,84.0,29.0,138.0,51.0,43.0,56.0
96.0,155.0,0.0,184.0,147.0,68.0,83.0,61.0,152.0,148.0,53.0
44.0,12.0,184.0,0.0,99.0,66.0,118.0,149.0,166.0,94.0,80.0
79.0,162.0,147.0,99.0,0.0,47.0,57.0,99.0,88.0,16.0,54.0
132.0,84.0,68.0,66.0,47.0,0.0,11.0,12.0,153.0,66.0,110.0
121.0,29.0,83.0,118.0,57.0,11.0,0.0,149.0,84.0,89.0,65.0
147.0,138.0,61.0,149.0,99.0,12.0,149.0,0.0,113.0,137.0,56.0
111.0,51.0,152.0,166.0,88.0,153.0,84.0,113.0,0.0,157.0,108.0
157.0,43.0,148.0,94.0,16.0,66.0,89.0,137.0,157.0,0.0,75.0
105.0,56.0,53.0,80.0,54.0,110.0,65.0,56.0,108.0,75.0,0.0
3924.75,3924.75,3924.75,3924.75,3924.75,3924.75,3924.75,3924.75,3924.75,3924.75,3924.75
