0.0,148.0,50.0,153.0,106.0,108.0,99.0,52.0,106.0,117.0,53.0,118.0,104.0
148.0,0.0,161.0,134.0,100.0,156.0,91.0,91.0,81.0,111.0,68.0,31.0,74.0
50.0,161.0,0.0,33.0,118.0,39.0,140.0,159.0,99.0,96.0,98.0,94.0,39.0
153.0,134.0,33.0,0.0,85.0,151.0,154.0,137.0,83.0,49.0,71.0,141.0,103.0
106.0,100.0,118.0,85.0,0.0,135.0,176.0,151.0,68.0,32.0,87.0,32.0,71.0
108.0,156.0,39.0,151.0,135.0,0.0,159.0,65.0,174.0,20.0,192.0,97.0,51.0
99.0,91.0,140.0,154.0,176.0,159.0,0.0,87.0,83.0,130.0,170.0,49.0,102.0
52.0,91.0,159.0,137.0,151.0,65.0,87.0,0.0,166.0,126.0,30.0,123.0,32.0
106.0,81.0,99.0,83.0,68.0,174.0,83.0,166.0,0.0,48.0,19.0,85.0,104.0
117.0,111.0,96.0,49.0,32.0,20.0,130.0,126.0,48.0,0.0,122.0,73.0,139.0
53.0,68.0,98.0,71.0,87.0,192.0,170.0,30.0,19.0,122.0,0.0,159.0,143.0
118.0,31.0,94.0,141.0,32.0,97.0,49.0,123.0,85.0,73.0,159.0,0.0,169.0
104.0,74.0,39.0,103.0,71.0,51.0,102.0,32.0,104.0,139.0,143.0,169.0,0.0
5902.5,5902.5,5902.5,5902.5,5902.5,5902.5,5902.5,5902.5,5902.5,5902.5,5902.5,5902.5,5902.5
