0.0,29.0,178.0,32.0,17.0,79.0,95.0,83.0,145.0,44.0,91.0
29.0,0.0,126.0,94.0,53.0,96.0,152.0,144.0,91.0,42.0,42.0
178.0,126.0,0.0,74.0,58.0,113.0,111.0,104.0,156.0,73.0,88.0
32.0,94.0,74.0,0.0,119.0,162.0,111.0,106.0,14.0,97.0,90.0
17.0,53.0,58.0,119.0,0.0,179.0,118.0,44.0,154.0,131.0,32.0
79.0,96.0,113.0,162.0,179.0,0.0,40.0,97.0,77.0,175.0,74.0
95.0,152.0,111.0,111.0,118.0,40.0,0.0,56.0,121.0,106.0,11.0
83.0,144.0,104.0,106.0,44.0,97.0,56.0,0.0,37.0,138.0,189.0
145.0,91.0,156.0,14.0,154.0,77.0,121.0,37.0,0.0,90.0,91.0
44.0,42.0,73.0,97.0,131.0,175.0,106.0,138.0,90.0,0.0,99.0
91.0,42.0,88.0,90.0,32.0,74.0,11.0,189.0,91.0,99.0,0.0
3876.0,3876.0,3876.0,3876.0,3876.0,3876.0,3876.0,3876.0,3876.0,3876.0,3876.0
