0.0,101.0,168.0,41.0,70.0,73.0,88.0,52.0,96.0,84.0,93.0,92.0,100.0
101.0,0.0,76.0,143.0,38.0,117.0,43.0,67.0,30.0,157.0,96.0,26.0,142.0
168.0,76.0,0.0,134.0,26.0,137.0,62.0,83.0,153.0,36.0,69.0,45.0,51.0
41.0,143.0,134.0,0.0,22.0,54.0,117.0,20.0,141.0,154.0,162.0,44.0,96.0
70.0,38.0,26.0,22.0,0.0,162.0,64.0,164.0,76.0,159.0,77.0,81.0,143.0
73.0,117.0,137.0,54.0,162.0,0.0,69.0,159.0,109.0,100.0,88.0,72.0,38.0
88.0,43.0,62.0,117.0,64.0,69.0,0.0,118.0,89.0,97.0,161.0,77.0,166.0
52.0,67.0,83.0,20.0,164.0,159.0,118.0,0.0,91.0,75.0,85.0,95.0,165.0
96.0,30.0,153.0,141.0,76.0,109.0,89.0,91.0,0.0,117.0,34.0,129.0,77.0
84.0,157.0,36.0,154.0,159.0,100.0,97.0,75.0,117.0,0.0,115.0,141.0,142.0
93.0,96.0,69.0,162.0,77.0,88.0,161.0,85.0,34.0,115.0,0.0,157.0,126.0
92.0,26.0,45.0,44.0,81.0,72.0,77.0,95.0,129.0,141.0,157.0,0.0,58.0
100.0,142.0,51.0,96.0,143.0,38.0,166.0,165.0,77.0,142.0,126.0,58.0,0.0
5606.25,5606.25,5606.25,5606.25,5606.25,5606.25,5606.25,5606.25,5606.25,5606.25,5606.25,5606.25,5606.25
