0.0,91.0,104.0,154.0,57.0,109.0,69.0,60.0,75.0,94.0,59.0
91.0,0.0,79.0,125.0,105.0,81.0,128.0,115.0,50.0,178.0,40.0
104.0,79.0,0.0,54.0,99.0,106.0,98.0,124.0,123.0,135.0,95.0
154.0,125.0,54.0,0.0,101.0,121.0,182.0,78.0,126.0,38.0,51.0
57.0,105.0,99.0,101.0,0.0,163.0,128.0,91.0,108.0,15.0,49.0
109.0,81.0,106.0,121.0,163.0,0.0,50.0,95.0,69.0,138.0,100.0
69.0,128.0,98.0,182.0,128.0,50.0,0.0,38.0,92.0,153.0,151.0
60.0,115.0,124.0,78.0,91.0,95.0,38.0,0.0,90.0,142.0,44.0
75.0,50.0,123.0,126.0,108.0,69.0,92.0,90.0,0.0,94.0,148.0
94.0,178.0,135.0,38.0,15.0,138.0,153.0,142.0,94.0,0.0,129.0
59.0,40.0,95.0,51.0,49.0,100.0,151.0,44.0,148.0,129.0,0.0
4043.25,4043.25,4043.25,4043.25,4043.25,4043.25,4043.25,4043.25,4043.25,4043.25,4043.25
