0.0,53.0,56.0,101.0,142.0,145.0,19.0,85.0,100.0,113.0,119.0,113.0
53.0,0.0,104.0,100.0,113.0,82.0,52.0,44.0,94.0,23.0,102.0,120.0
56.0,104.0,0.0,128.0,39.0,93.0,127.0,182.0,138.0,76.0,102.0,93.0
101.0,100.0,128.0,0.0,185.0,107.0,152.0,86.0,121.0,76.0,151.0,59.0
142.0,113.0,39.0,185.0,0.0,128.0,46.0,62.0,126.0,135.0,59.0,157.0
145.0,82.0,93.0,107.0,128.0,0.0,78.0,87.0,106.0,133.0,31.0,118.0
19.0,52.0,127.0,152.0,46.0,78.0,0.0,113.0,113.0,53.0,115.0,81.0
85.0,44.0,182.0,86.0,62.0,87.0,113.0,0.0,98.0,125.0,127.0,100.0
100.0,94.0,138.0,121.0,126.0,106.0,113.0,98.0,0.0,164.0,59.0,93.0
113.0,23.0,76.0,76.0,135.0,133.0,53.0,125.0,164.0,0.0,161.0,145.0
119.0,102.0,102.0,151.0,59.0,31.0,115.0,127.0,59.0,161.0,0.0,37.0
113.0,120.0,93.0,59.0,157.0,118.0,81.0,100.0,93.0,145.0,37.0,0.0
4983.75,4983.75,4983.75,4983.75,4983.75,4983.75,4983.75,4983.75,4983.75,4983.75,4983.75,4983.75
