0.0,105.0,123.0,92.0,86.0,66.0,71.0,41.0,132.0,143.0
105.0,0.0,160.0,63.0,53.0,70.0,128.0,163.0,56.0,124.0
123.0,160.0,0.0,110.0,81.0,179.0,163.0,48.0,130.0,119.0
92.0,63.0,110.0,0.0,160.0,144.0,137.0,137.0,150.0,107.0
86.0,53.0,81.0,160.0,0.0,60.0,59.0,158.0,49.0,115.0
66.0,70.0,179.0,144.0,60.0,0.0,49.0,95.0,171.0,81.0
71.0,128.0,163.0,137.0,59.0,49.0,0.0,81.0,121.0,42.0
41.0,163.0,48.0,137.0,158.0,95.0,81.0,0.0,61.0,159.0
132.0,56.0,130.0,150.0,49.0,171.0,121.0,61.0,0.0,123.0
143.0,124.0,119.0,107.0,115.0,81.0,42.0,159.0,123.0,0.0
3573.75,3573.75,3573.75,3573.75,3573.75,3573.75,3573.75,3573.75,3573.75,3573.75
