0.0,54.0,108.0,52.0,81.0,104.0,107.0,74.0,72.0,72.0,122.0
54.0,0.0,92.0,108.0,147.0,142.0,101.0,104.0,158.0,157.0,77.0
108.0,92.0,0.0,132.0,89.0,110.0,183.0,57.0,91.0,107.0,43.0
52.0,108.0,132.0,0.0,165.0,150.0,102.0,74.0,127.0,71.0,127.0
81.0,147.0,89.0,165.0,0.0,148.0,82.0,100.0,98.0,83.0,158.0
104.0,142.0,110.0,150.0,148.0,0.0,120.0,71.0,101.0,106.0,94.0
107.0,101.0,183.0,102.0,82.0,120.0,0.0,82.0,19.0,157.0,38.0
74.0,104.0,57.0,74.0,100.0,71.0,82.0,0.0,62.0,81.0,104.0
72.0,158.0,91.0,127.0,98.0,101.0,19.0,62.0,0.0,108.0,69.0
72.0,157.0,107.0,71.0,83.0,106.0,157.0,81.0,108.0,0.0,112.0
122.0,77.0,43.0,127.0,158.0,94.0,38.0,104.0,69.0,112.0,0.0
4164.75,4164.75,4164.75,4164.75,4164.75,4164.75,4164.75,4164.75,4164.75,4164.75,4164.75
