0.0,85.0,88.0,109.0,20.0,95.0,166.0,89.0,81.0,114.0
85.0,0.0,109.0,85.0,86.0,74.0,78.0,150.0,113.0,7.0
88.0,109.0,0.0,38.0,83.0,105.0,120.0,155.0,171.0,110.0
109.0,85.0,38.0,0.0,100.0,122.0,112.0,74.0,117.0,110.0
20.0,86.0,83.0,100.0,0.0,34.0,85.0,126.0,152.0,62.0
95.0,74.0,105.0,122.0,34.0,0.0,145.0,26.0,101.0,122.0
166.0,78.0,120.0,112.0,85.0,145.0,0.0,105.0,115.0,16.0
89.0,150.0,155.0,74.0,126.0,26.0,105.0,0.0,168.0,116.0
81.0,113.0,171.0,117.0,152.0,101.0,115.0,168.0,0.0,77.0
114.0,7.0,110.0,110.0,62.0,122.0,16.0,116.0,77.0,0.0
3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0,3312.0
