0,132,154,166,71,121,114,110,98,108,91,10,66
132,0,134,90,29,48,112,67,130,69,91,37,103
154,134,0,81,99,36,95,190,101,155,109,123,112
166,90,81,0,124,138,26,115,51,88,97,100,144
71,29,99,124,0,143,149,35,120,99,88,83,92
121,48,36,138,143,0,154,129,103,64,69,104,108
114,112,95,26,149,154,0,101,119,114,87,93,114
110,67,190,115,35,129,101,0,82,140,58,55,98
98,130,101,51,120,103,119,82,0,85,104,89,61
108,69,155,88,99,64,114,140,85,0,111,89,99
91,91,109,97,88,69,87,58,104,111,0,27,167
10,37,123,100,83,104,93,55,89,89,27,0,118
66,103,112,144,92,108,114,98,61,99,167,118,0
