0,103,91,99,56,56,175,110,114,84,119,97,93
103,0,80,54,73,60,107,80,158,80,76,114,97
91,80,0,89,134,149,51,122,103,83,90,39,94
99,54,89,0,121,86,59,65,146,109,67,114,137
56,73,134,121,0,123,94,86,22,112,147,114,51
56,60,149,86,123,0,108,36,68,179,88,104,111
175,107,51,59,94,108,0,121,57,117,117,100,133
110,80,122,65,86,36,121,0,73,156,121,94,19
114,158,103,146,22,68,57,73,0,121,59,64,120
84,80,83,109,112,179,117,156,121,0,65,121,65
119,76,90,67,147,88,117,121,59,65,0,126,132
97,114,39,114,114,104,100,94,64,121,126,0,132
93,97,94,137,51,111,133,19,120,65,132,132,0
