0.0,115.0,75.0,97.0,134.0,125.0,68.0,35.0,177.0
115.0,0.0,157.0,137.0,54.0,114.0,126.0,149.0,82.0
75.0,157.0,0.0,24.0,61.0,159.0,122.0,163.0,69.0
97.0,137.0,24.0,0.0,139.0,114.0,119.0,111.0,164.0
134.0,54.0,61.0,139.0,0.0,45.0,179.0,124.0,63.0
125.0,114.0,159.0,114.0,45.0,0.0,179.0,175.0,103.0
68.0,126.0,122.0,119.0,179.0,179.0,0.0,70.0,126.0
35.0,149.0,163.0,111.0,124.0,175.0,70.0,0.0,68.0
177.0,82.0,69.0,164.0,63.0,103.0,126.0,68.0,0.0
3016.5,3016.5,3016.5,3016.5,3016.5,3016.5,3016.5,3016.5,3016.5
