0.0,137.0,109.0,76.0,120.0,114.0,107.0,92.0,94.0,88.0,95.0,104.0
137.0,0.0,65.0,120.0,100.0,119.0,115.0,50.0,84.0,135.0,102.0,97.0
109.0,65.0,0.0,86.0,138.0,135.0,44.0,84.0,133.0,89.0,174.0,62.0
76.0,120.0,86.0,0.0,77.0,140.0,121.0,164.0,64.0,85.0,84.0,155.0
120.0,100.0,138.0,77.0,0.0,46.0,120.0,60.0,88.0,113.0,147.0,59.0
114.0,119.0,135.0,140.0,46.0,0.0,117.0,72.0,71.0,82.0,57.0,178.0
107.0,115.0,44.0,121.0,120.0,117.0,0.0,87.0,38.0,86.0,14.0,45.0
92.0,50.0,84.0,164.0,60.0,72.0,87.0,0.0,97.0,95.0,101.0,84.0
94.0,84.0,133.0,64.0,88.0,71.0,38.0,97.0,0.0,101.0,176.0,143.0
88.0,135.0,89.0,85.0,113.0,82.0,86.0,95.0,101.0,0.0,45.0,46.0
95.0,102.0,174.0,84.0,147.0,57.0,14.0,101.0,176.0,45.0,0.0,138.0
104.0,97.0,62.0,155.0,59.0,178.0,45.0,84.0,143.0,46.0,138.0,0.0
4848.0,4848.0,4848.0,4848.0,4848.0,4848.0,4848.0,4848.0,4848.0,4848.0,4848.0,4848.0
