0.0,158.0,151.0,91.0,82.0,87.0,84.0,60.0,102.0,164.0,99.0
158.0,0.0,115.0,120.0,51.0,91.0,143.0,17.0,35.0,110.0,162.0
151.0,115.0,0.0,72.0,119.0,78.0,161.0,145.0,110.0,90.0,116.0
91.0,120.0,72.0,0.0,87.0,113.0,50.0,127.0,49.0,98.0,108.0
82.0,51.0,119.0,87.0,0.0,50.0,70.0,80.0,78.0,153.0,137.0
87.0,91.0,78.0,113.0,50.0,0.0,108.0,104.0,18.0,59.0,79.0
84.0,143.0,161.0,50.0,70.0,108.0,0.0,147.0,181.0,60.0,84.0
60.0,17.0,145.0,127.0,80.0,104.0,147.0,0.0,69.0,129.0,137.0
102.0,35.0,110.0,49.0,78.0,18.0,181.0,69.0,0.0,109.0,95.0
164.0,110.0,90.0,98.0,153.0,59.0,60.0,129.0,109.0,0.0,84.0
99.0,162.0,116.0,108.0,137.0,79.0,84.0,137.0,95.0,84.0,0.0
4107.0,4107.0,4107.0,4107.0,4107.0,4107.0,4107.0,4107.0,4107.0,4107.0,4107.0
