0.0,120.0,108.0,32.0,75.0,143.0,91.0,59.0,81.0,70.0
120.0,0.0,85.0,38.0,133.0,26.0,35.0,132.0,164.0,177.0
108.0,85.0,0.0,169.0,169.0,82.0,93.0,109.0,88.0,23.0
32.0,38.0,169.0,0.0,163.0,80.0,172.0,120.0,151.0,100.0
75.0,133.0,169.0,163.0,0.0,130.0,125.0,51.0,109.0,120.0
143.0,26.0,82.0,80.0,130.0,0.0,125.0,160.0,56.0,133.0
91.0,35.0,93.0,172.0,125.0,125.0,0.0,128.0,124.0,72.0
59.0,132.0,109.0,120.0,51.0,160.0,128.0,0.0,118.0,138.0
81.0,164.0,88.0,151.0,109.0,56.0,124.0,118.0,0.0,118.0
70.0,177.0,23.0,100.0,120.0,133.0,72.0,138.0,118.0,0.0
3596.25,3596.25,3596.25,3596.25,3596.25,3596.25,3596.25,3596.25,3596.25,3596.25
