0.0,146.0,99.0,55.0,139.0,110.0,178.0,88.0,147.0
146.0,0.0,85.0,112.0,94.0,118.0,99.0,102.0,160.0
99.0,85.0,0.0,116.0,88.0,163.0,158.0,123.0,117.0
55.0,112.0,116.0,0.0,143.0,186.0,173.0,52.0,130.0
139.0,94.0,88.0,143.0,0.0,74.0,79.0,41.0,112.0
110.0,118.0,163.0,186.0,74.0,0.0,91.0,102.0,168.0
178.0,99.0,158.0,173.0,79.0,91.0,0.0,166.0,67.0
88.0,102.0,123.0,52.0,41.0,102.0,166.0,0.0,145.0
147.0,160.0,117.0,130.0,112.0,168.0,67.0,145.0,0.0
3169.5,3169.5,3169.5,3169.5,3169.5,3169.5,3169.5,3169.5,3169.5
