0.0,71.0,111.0,127.0,105.0,56.0,151.0,172.0,86.0,168.0
71.0,0.0,55.0,12.0,121.0,84.0,76.0,109.0,116.0,87.0
111.0,55.0,0.0,91.0,97.0,133.0,75.0,119.0,85.0,88.0
127.0,12.0,91.0,0.0,149.0,66.0,49.0,60.0,107.0,70.0
105.0,121.0,97.0,149.0,0.0,130.0,126.0,124.0,96.0,143.0
56.0,84.0,133.0,66.0,130.0,0.0,57.0,130.0,76.0,14.0
151.0,76.0,75.0,49.0,126.0,57.0,0.0,63.0,122.0,111.0
172.0,109.0,119.0,60.0,124.0,130.0,63.0,0.0,109.0,77.0
86.0,116.0,85.0,107.0,96.0,76.0,122.0,109.0,0.0,105.0
168.0,87.0,88.0,70.0,143.0,14.0,111.0,77.0,105.0,0.0
3284.25,3284.25,3284.25,3284.25,3284.25,3284.25,3284.25,3284.25,3284.25,3284.25
