0.0,149.0,100.0,65.0,105.0,132.0,107.0,152.0,107.0,118.0
149.0,0.0,62.0,152.0,39.0,115.0,60.0,147.0,78.0,57.0
100.0,62.0,0.0,117.0,76.0,118.0,46.0,122.0,127.0,138.0
65.0,152.0,117.0,0.0,133.0,141.0,82.0,75.0,99.0,73.0
105.0,39.0,76.0,133.0,0.0,71.0,98.0,42.0,69.0,33.0
132.0,115.0,118.0,141.0,71.0,0.0,87.0,135.0,34.0,148.0
107.0,60.0,46.0,82.0,98.0,87.0,0.0,99.0,121.0,129.0
152.0,147.0,122.0,75.0,42.0,135.0,99.0,0.0,144.0,151.0
107.0,78.0,127.0,99.0,69.0,34.0,121.0,144.0,0.0,84.0
118.0,57.0,138.0,73.0,33.0,148.0,129.0,151.0,84.0,0.0
3402.75,3402.75,3402.75,3402.75,3402.75,3402.75,3402.75,3402.75,3402.75,3402.75
