0.0,194.0,105.0,70.0,110.0,111.0,80.0,160.0,70.0
194.0,0.0,58.0,76.0,76.0,91.0,108.0,138.0,121.0
105.0,58.0,0.0,149.0,77.0,180.0,96.0,126.0,46.0
70.0,76.0,149.0,0.0,43.0,121.0,99.0,118.0,181.0
110.0,76.0,77.0,43.0,0.0,133.0,133.0,89.0,188.0
111.0,91.0,180.0,121.0,133.0,0.0,182.0,123.0,117.0
80.0,108.0,96.0,99.0,133.0,182.0,0.0,61.0,62.0
160.0,138.0,126.0,118.0,89.0,123.0,61.0,0.0,175.0
70.0,121.0,46.0,181.0,188.0,117.0,62.0,175.0,0.0
3050.25,3050.25,3050.25,3050.25,3050.25,3050.25,3050.25,3050.25,3050.25
