0.0,82.0,106.0,33.0,106.0,68.0,142.0,130.0,87.0,120.0,124.0,149.0
82.0,0.0,160.0,86.0,143.0,84.0,149.0,152.0,67.0,95.0,118.0,87.0
106.0,160.0,0.0,86.0,108.0,101.0,168.0,44.0,131.0,134.0,190.0,152.0
33.0,86.0,86.0,0.0,68.0,113.0,125.0,172.0,11.0,80.0,55.0,101.0
106.0,143.0,108.0,68.0,0.0,105.0,82.0,123.0,18.0,107.0,74.0,96.0
68.0,84.0,101.0,113.0,105.0,0.0,123.0,91.0,107.0,39.0,80.0,62.0
142.0,149.0,168.0,125.0,82.0,123.0,0.0,46.0,142.0,116.0,92.0,46.0
130.0,152.0,44.0,172.0,123.0,91.0,46.0,0.0,74.0,48.0,50.0,149.0
87.0,67.0,131.0,11.0,18.0,107.0,142.0,74.0,0.0,132.0,108.0,121.0
120.0,95.0,134.0,80.0,107.0,39.0,116.0,48.0,132.0,0.0,132.0,96.0
124.0,118.0,190.0,55.0,74.0,80.0,92.0,50.0,108.0,132.0,0.0,84.0
149.0,87.0,152.0,101.0,96.0,62.0,46.0,149.0,121.0,96.0,84.0,0.0
5002.5,5002.5,5002.5,5002.5,5002.5,5002.5,5002.5,5002.5,5002.5,5002.5,5002.5,5002.5
