0.0,143.0,73.0,132.0,149.0,28.0,179.0,155.0,63.0,51.0,108.0,31.0
143.0,0.0,80.0,73.0,60.0,44.0,175.0,45.0,174.0,79.0,62.0,152.0
73.0,80.0,0.0,144.0,158.0,68.0,113.0,57.0,138.0,114.0,75.0,188.0
132.0,73.0,144.0,0.0,124.0,77.0,133.0,155.0,120.0,150.0,69.0,142.0
149.0,60.0,158.0,124.0,0.0,101.0,142.0,81.0,88.0,82.0,127.0,146.0
28.0,44.0,68.0,77.0,101.0,0.0,30.0,167.0,71.0,110.0,69.0,58.0
179.0,175.0,113.0,133.0,142.0,30.0,0.0,115.0,93.0,76.0,99.0,126.0
155.0,45.0,57.0,155.0,81.0,167.0,115.0,0.0,63.0,144.0,88.0,122.0
63.0,174.0,138.0,120.0,88.0,71.0,93.0,63.0,0.0,97.0,111.0,158.0
51.0,79.0,114.0,150.0,82.0,110.0,76.0,144.0,97.0,0.0,163.0,116.0
108.0,62.0,75.0,69.0,127.0,69.0,99.0,88.0,111.0,163.0,0.0,131.0
31.0,152.0,188.0,142.0,146.0,58.0,126.0,122.0,158.0,116.0,131.0,0.0
5291.25,5291.25,5291.25,5291.25,5291.25,5291.25,5291.25,5291.25,5291.25,5291.25,5291.25,5291.25
