0.0,178.0,137.0,168.0,100.0,71.0,157.0,95.0,154.0,83.0
178.0,0.0,95.0,127.0,115.0,77.0,123.0,75.0,82.0,146.0
137.0,95.0,0.0,80.0,184.0,146.0,53.0,96.0,28.0,129.0
168.0,127.0,80.0,0.0,129.0,99.0,57.0,117.0,131.0,164.0
100.0,115.0,184.0,129.0,0.0,82.0,98.0,71.0,110.0,96.0
71.0,77.0,146.0,99.0,82.0,0.0,111.0,164.0,122.0,178.0
157.0,123.0,53.0,57.0,98.0,111.0,0.0,130.0,160.0,114.0
95.0,75.0,96.0,117.0,71.0,164.0,130.0,0.0,180.0,89.0
154.0,82.0,28.0,131.0,110.0,122.0,160.0,180.0,0.0,82.0
83.0,146.0,129.0,164.0,96.0,178.0,114.0,89.0,82.0,0.0
3887.25,3887.25,3887.25,3887.25,3887.25,3887.25,3887.25,3887.25,3887.25,3887.25
