0.0,145.0,112.0,85.0,153.0,55.0,118.0,36.0,146.0,92.0,139.0
145.0,0.0,97.0,144.0,171.0,66.0,39.0,75.0,49.0,122.0,95.0
112.0,97.0,0.0,45.0,31.0,134.0,35.0,104.0,39.0,59.0,71.0
85.0,144.0,45.0,0.0,155.0,91.0,135.0,80.0,137.0,112.0,67.0
153.0,171.0,31.0,155.0,0.0,182.0,82.0,18.0,70.0,52.0,119.0
55.0,66.0,134.0,91.0,182.0,0.0,61.0,50.0,181.0,122.0,132.0
118.0,39.0,35.0,135.0,82.0,61.0,0.0,109.0,45.0,58.0,7.0
36.0,75.0,104.0,80.0,18.0,50.0,109.0,0.0,70.0,87.0,151.0
146.0,49.0,39.0,137.0,70.0,181.0,45.0,70.0,0.0,184.0,103.0
92.0,122.0,59.0,112.0,52.0,122.0,58.0,87.0,184.0,0.0,123.0
139.0,95.0,71.0,67.0,119.0,132.0,7.0,151.0,103.0,123.0,0.0
3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0,3930.0
