0.0,126.0,50.0,122.0,107.0,49.0,135.0,109.0,127.0,49.0
126.0,0.0,166.0,104.0,105.0,86.0,51.0,55.0,54.0,68.0
50.0,166.0,0.0,75.0,111.0,56.0,99.0,43.0,146.0,59.0
122.0,104.0,75.0,0.0,119.0,186.0,39.0,152.0,72.0,46.0
107.0,105.0,111.0,119.0,0.0,121.0,145.0,12.0,49.0,90.0
49.0,86.0,56.0,186.0,121.0,0.0,67.0,73.0,97.0,172.0
135.0,51.0,99.0,39.0,145.0,67.0,0.0,106.0,172.0,153.0
109.0,55.0,43.0,152.0,12.0,73.0,106.0,0.0,146.0,116.0
127.0,54.0,146.0,72.0,49.0,97.0,172.0,146.0,0.0,83.0
49.0,68.0,59.0,46.0,90.0,172.0,153.0,116.0,83.0,0.0
3276.0,3276.0,3276.0,3276.0,3276.0,3276.0,3276.0,3276.0,3276.0,3276.0
