0.0,63.0,125.0,124.0,96.0,18.0,17.0,66.0,104.0,55.0,188.0
63.0,0.0,102.0,89.0,112.0,141.0,103.0,39.0,68.0,123.0,74.0
125.0,102.0,0.0,37.0,17.0,115.0,103.0,110.0,31.0,47.0,117.0
124.0,89.0,37.0,0.0,92.0,23.0,59.0,56.0,98.0,79.0,91.0
96.0,112.0,17.0,92.0,0.0,124.0,37.0,69.0,139.0,102.0,19.0
18.0,141.0,115.0,23.0,124.0,0.0,92.0,113.0,76.0,40.0,88.0
17.0,103.0,103.0,59.0,37.0,92.0,0.0,77.0,74.0,133.0,90.0
66.0,39.0,110.0,56.0,69.0,113.0,77.0,0.0,151.0,31.0,143.0
104.0,68.0,31.0,98.0,139.0,76.0,74.0,151.0,0.0,155.0,50.0
55.0,123.0,47.0,79.0,102.0,40.0,133.0,31.0,155.0,0.0,171.0
188.0,74.0,117.0,91.0,19.0,88.0,90.0,143.0,50.0,171.0,0.0
3567.0,3567.0,3567.0,3567.0,3567.0,3567.0,3567.0,3567.0,3567.0,3567.0,3567.0
