0.0,57.0,155.0,146.0,18.0,104.0,110.0,112.0,176.0,149.0,17.0,151.0
57.0,0.0,90.0,138.0,12.0,5.0,163.0,138.0,150.0,49.0,56.0,109.0
155.0,90.0,0.0,143.0,105.0,114.0,99.0,67.0,75.0,52.0,132.0,104.0
146.0,138.0,143.0,0.0,54.0,142.0,134.0,145.0,169.0,114.0,94.0,42.0
18.0,12.0,105.0,54.0,0.0,151.0,135.0,91.0,118.0,70.0,36.0,42.0
104.0,5.0,114.0,142.0,151.0,0.0,100.0,53.0,112.0,99.0,169.0,84.0
110.0,163.0,99.0,134.0,135.0,100.0,0.0,80.0,157.0,145.0,195.0,147.0
112.0,138.0,67.0,145.0,91.0,53.0,80.0,0.0,63.0,50.0,160.0,107.0
176.0,150.0,75.0,169.0,118.0,112.0,157.0,63.0,0.0,69.0,35.0,105.0
149.0,49.0,52.0,114.0,70.0,99.0,145.0,50.0,69.0,0.0,111.0,109.0
17.0,56.0,132.0,94.0,36.0,169.0,195.0,160.0,35.0,111.0,0.0,45.0
151.0,109.0,104.0,42.0,42.0,84.0,147.0,107.0,105.0,109.0,45.0,0.0
5046.0,5046.0,5046.0,5046.0,5046.0,5046.0,5046.0,5046.0,5046.0,5046.0,5046.0,5046.0
