0.0,97.0,117.0,110.0,98.0,117.0,184.0,172.0,95.0
97.0,0.0,113.0,58.0,126.0,65.0,60.0,162.0,28.0
117.0,113.0,0.0,113.0,110.0,133.0,107.0,114.0,71.0
110.0,58.0,113.0,0.0,100.0,107.0,174.0,166.0,91.0
98.0,126.0,110.0,100.0,0.0,82.0,125.0,86.0,107.0
117.0,65.0,133.0,107.0,82.0,0.0,117.0,72.0,103.0
184.0,60.0,107.0,174.0,125.0,117.0,0.0,158.0,146.0
172.0,162.0,114.0,166.0,86.0,72.0,158.0,0.0,43.0
95.0,28.0,71.0,91.0,107.0,103.0,146.0,43.0,0.0
2945.25,2945.25,2945.25,2945.25,2945.25,2945.25,2945.25,2945.25,2945.25
