0.0,69.0,118.0,154.0,174.0,111.0,19.0,125.0,67.0
69.0,0.0,100.0,38.0,181.0,149.0,108.0,65.0,82.0
118.0,100.0,0.0,151.0,77.0,137.0,82.0,135.0,172.0
154.0,38.0,151.0,0.0,104.0,113.0,111.0,91.0,107.0
174.0,181.0,77.0,104.0,0.0,46.0,121.0,154.0,114.0
111.0,149.0,137.0,113.0,46.0,0.0,9.0,138.0,137.0
19.0,108.0,82.0,111.0,121.0,9.0,0.0,93.0,141.0
125.0,65.0,135.0,91.0,154.0,138.0,93.0,0.0,187.0
67.0,82.0,172.0,107.0,114.0,137.0,141.0,187.0,0.0
2985.0,2985.0,2985.0,2985.0,2985.0,2985.0,2985.0,2985.0,2985.0
