0.0,159.0,106.0,86.0,118.0,64.0,194.0,98.0,91.0,29.0,149.0
159.0,0.0,96.0,99.0,98.0,88.0,118.0,146.0,75.0,126.0,59.0
106.0,96.0,0.0,98.0,104.0,139.0,109.0,83.0,92.0,129.0,112.0
86.0,99.0,98.0,0.0,147.0,93.0,152.0,141.0,61.0,125.0,78.0
118.0,98.0,104.0,147.0,0.0,121.0,144.0,151.0,116.0,51.0,138.0
64.0,88.0,139.0,93.0,121.0,0.0,172.0,130.0,133.0,116.0,117.0
194.0,118.0,109.0,152.0,144.0,172.0,0.0,74.0,35.0,42.0,115.0
98.0,146.0,83.0,141.0,151.0,130.0,74.0,0.0,87.0,61.0,123.0
91.0,75.0,92.0,61.0,116.0,133.0,35.0,87.0,0.0,124.0,94.0
29.0,126.0,129.0,125.0,51.0,116.0,42.0,61.0,124.0,0.0,147.0
149.0,59.0,112.0,78.0,138.0,117.0,115.0,123.0,94.0,147.0,0.0
4464.75,4464.75,4464.75,4464.75,4464.75,4464.75,4464.75,4464.75,4464.75,4464.75,4464.75
