0.0,92.0,134.0,135.0,78.0,128.0,104.0,123.0,117.0
92.0,0.0,59.0,77.0,61.0,129.0,105.0,60.0,95.0
134.0,59.0,0.0,96.0,70.0,104.0,85.0,88.0,83.0
135.0,77.0,96.0,0.0,66.0,54.0,58.0,127.0,102.0
78.0,61.0,70.0,66.0,0.0,18.0,112.0,120.0,59.0
128.0,129.0,104.0,54.0,18.0,0.0,143.0,123.0,31.0
104.0,105.0,85.0,58.0,112.0,143.0,0.0,111.0,35.0
123.0,60.0,88.0,127.0,120.0,123.0,111.0,0.0,97.0
117.0,95.0,83.0,102.0,59.0,31.0,35.0,97.0,0.0
2459.25,2459.25,2459.25,2459.25,2459.25,2459.25,2459.25,2459.25,2459.25
