0.0,75.0,157.0,101.0,128.0,87.0,131.0,158.0,94.0
75.0,0.0,13.0,111.0,112.0,113.0,187.0,146.0,51.0
157.0,13.0,0.0,125.0,84.0,71.0,127.0,37.0,99.0
101.0,111.0,125.0,0.0,158.0,136.0,64.0,130.0,38.0
128.0,112.0,84.0,158.0,0.0,75.0,84.0,151.0,141.0
87.0,113.0,71.0,136.0,75.0,0.0,89.0,109.0,74.0
131.0,187.0,127.0,64.0,84.0,89.0,0.0,94.0,89.0
158.0,146.0,37.0,130.0,151.0,109.0,94.0,0.0,100.0
94.0,51.0,99.0,38.0,141.0,74.0,89.0,100.0,0.0
2804.25,2804.25,2804.25,2804.25,2804.25,2804.25,2804.25,2804.25,2804.25
