0.0,128.0,114.0,103.0,163.0,130.0,88.0,132.0,122.0,187.0,151.0
128.0,0.0,121.0,8.0,188.0,53.0,124.0,115.0,116.0,70.0,127.0
114.0,121.0,0.0,96.0,161.0,84.0,32.0,83.0,67.0,99.0,144.0
103.0,8.0,96.0,0.0,93.0,79.0,59.0,88.0,112.0,95.0,75.0
163.0,188.0,161.0,93.0,0.0,7.0,69.0,41.0,63.0,38.0,100.0
130.0,53.0,84.0,79.0,7.0,0.0,69.0,114.0,164.0,57.0,99.0
88.0,124.0,32.0,59.0,69.0,69.0,0.0,150.0,113.0,109.0,19.0
132.0,115.0,83.0,88.0,41.0,114.0,150.0,0.0,78.0,147.0,19.0
122.0,116.0,67.0,112.0,63.0,164.0,113.0,78.0,0.0,66.0,65.0
187.0,70.0,99.0,95.0,38.0,57.0,109.0,147.0,66.0,0.0,28.0
151.0,127.0,144.0,75.0,100.0,99.0,19.0,19.0,65.0,28.0,0.0
3916.5,3916.5,3916.5,3916.5,3916.5,3916.5,3916.5,3916.5,3916.5,3916.5,3916.5
