0.0,142.0,102.0,66.0,73.0,87.0,55.0,92.0,108.0,103.0,75.0,37.0,101.0
142.0,0.0,137.0,144.0,145.0,104.0,152.0,82.0,79.0,134.0,142.0,33.0,89.0
102.0,137.0,0.0,84.0,66.0,34.0,114.0,83.0,114.0,105.0,154.0,125.0,108.0
66.0,144.0,84.0,0.0,90.0,145.0,168.0,39.0,60.0,129.0,128.0,73.0,142.0
73.0,145.0,66.0,90.0,0.0,83.0,51.0,42.0,77.0,73.0,74.0,76.0,157.0
87.0,104.0,34.0,145.0,83.0,0.0,107.0,134.0,177.0,128.0,99.0,86.0,44.0
55.0,152.0,114.0,168.0,51.0,107.0,0.0,107.0,99.0,75.0,90.0,32.0,79.0
92.0,82.0,83.0,39.0,42.0,134.0,107.0,0.0,130.0,175.0,86.0,50.0,74.0
108.0,79.0,114.0,60.0,77.0,177.0,99.0,130.0,0.0,107.0,93.0,121.0,57.0
103.0,134.0,105.0,129.0,73.0,128.0,75.0,175.0,107.0,0.0,71.0,80.0,86.0
75.0,142.0,154.0,128.0,74.0,99.0,90.0,86.0,93.0,71.0,0.0,93.0,123.0
37.0,33.0,125.0,73.0,76.0,86.0,32.0,50.0,121.0,80.0,93.0,0.0,95.0
101.0,89.0,108.0,142.0,157.0,44.0,79.0,74.0,57.0,86.0,123.0,95.0,0.0
5680.5,5680.5,5680.5,5680.5,5680.5,5680.5,5680.5,5680.5,5680.5,5680.5,5680.5,5680.5,5680.5
