0.0,49.0,160.0,133.0,97.0,9.0,92.0,67.0,26.0,42.0
49.0,0.0,73.0,22.0,105.0,66.0,156.0,84.0,111.0,57.0
160.0,73.0,0.0,161.0,59.0,78.0,175.0,100.0,15.0,87.0
133.0,22.0,161.0,0.0,80.0,71.0,98.0,126.0,164.0,48.0
97.0,105.0,59.0,80.0,0.0,158.0,137.0,116.0,180.0,115.0
9.0,66.0,78.0,71.0,158.0,0.0,46.0,113.0,53.0,40.0
92.0,156.0,175.0,98.0,137.0,46.0,0.0,93.0,99.0,88.0
67.0,84.0,100.0,126.0,116.0,113.0,93.0,0.0,65.0,159.0
26.0,111.0,15.0,164.0,180.0,53.0,99.0,65.0,0.0,37.0
42.0,57.0,87.0,48.0,115.0,40.0,88.0,159.0,37.0,0.0
3082.5,3082.5,3082.5,3082.5,3082.5,3082.5,3082.5,3082.5,3082.5,3082.5
