0.0,42.0,102.0,147.0,70.0,57.0,161.0,88.0,123.0,56.0,68.0
42.0,0.0,50.0,113.0,165.0,91.0,90.0,141.0,34.0,161.0,45.0
102.0,50.0,0.0,170.0,75.0,20.0,164.0,108.0,85.0,74.0,185.0
147.0,113.0,170.0,0.0,91.0,133.0,8.0,132.0,122.0,30.0,60.0
70.0,165.0,75.0,91.0,0.0,87.0,65.0,53.0,61.0,130.0,72.0
57.0,91.0,20.0,133.0,87.0,0.0,92.0,61.0,20.0,75.0,126.0
161.0,90.0,164.0,8.0,65.0,92.0,0.0,87.0,61.0,131.0,50.0
88.0,141.0,108.0,132.0,53.0,61.0,87.0,0.0,42.0,95.0,66.0
123.0,34.0,85.0,122.0,61.0,20.0,61.0,42.0,0.0,89.0,127.0
56.0,161.0,74.0,30.0,130.0,75.0,131.0,95.0,89.0,0.0,147.0
68.0,45.0,185.0,60.0,72.0,126.0,50.0,66.0,127.0,147.0,0.0
3748.5,3748.5,3748.5,3748.5,3748.5,3748.5,3748.5,3748.5,3748.5,3748.5,3748.5
