0.0,96.0,88.0,146.0,128.0,145.0,97.0,65.0,80.0,117.0
96.0,0.0,81.0,116.0,77.0,73.0,94.0,68.0,27.0,145.0
88.0,81.0,0.0,77.0,22.0,104.0,110.0,113.0,115.0,127.0
146.0,116.0,77.0,0.0,149.0,82.0,151.0,88.0,84.0,74.0
128.0,77.0,22.0,149.0,0.0,90.0,92.0,154.0,36.0,116.0
145.0,73.0,104.0,82.0,90.0,0.0,135.0,116.0,66.0,115.0
97.0,94.0,110.0,151.0,92.0,135.0,0.0,132.0,138.0,116.0
65.0,68.0,113.0,88.0,154.0,116.0,132.0,0.0,110.0,117.0
80.0,27.0,115.0,84.0,36.0,66.0,138.0,110.0,0.0,109.0
117.0,145.0,127.0,74.0,116.0,115.0,116.0,117.0,109.0,0.0
3435.75,3435.75,3435.75,3435.75,3435.75,3435.75,3435.75,3435.75,3435.75,3435.75
