0.0,94.0,108.0,84.0,86.0,64.0,176.0,109.0,34.0
94.0,0.0,141.0,163.0,129.0,63.0,59.0,130.0,145.0
108.0,141.0,0.0,12.0,50.0,106.0,62.0,105.0,117.0
84.0,163.0,12.0,0.0,32.0,56.0,42.0,126.0,153.0
86.0,129.0,50.0,32.0,0.0,64.0,62.0,164.0,116.0
64.0,63.0,106.0,56.0,64.0,0.0,98.0,77.0,123.0
176.0,59.0,62.0,42.0,62.0,98.0,0.0,110.0,108.0
109.0,130.0,105.0,126.0,164.0,77.0,110.0,0.0,95.0
34.0,145.0,117.0,153.0,116.0,123.0,108.0,95.0,0.0
2597.25,2597.25,2597.25,2597.25,2597.25,2597.25,2597.25,2597.25,2597.25
