0.0,115.0,77.0,102.0,82.0,93.0,84.0,84.0,154.0,128.0
115.0,0.0,54.0,47.0,62.0,55.0,121.0,23.0,78.0,55.0
77.0,54.0,0.0,188.0,130.0,108.0,74.0,66.0,23.0,164.0
102.0,47.0,188.0,0.0,173.0,40.0,47.0,85.0,157.0,127.0
82.0,62.0,130.0,173.0,0.0,111.0,101.0,102.0,25.0,74.0
93.0,55.0,108.0,40.0,111.0,0.0,127.0,141.0,181.0,65.0
84.0,121.0,74.0,47.0,101.0,127.0,0.0,89.0,53.0,85.0
84.0,23.0,66.0,85.0,102.0,141.0,89.0,0.0,66.0,79.0
154.0,78.0,23.0,157.0,25.0,181.0,53.0,66.0,0.0,101.0
128.0,55.0,164.0,127.0,74.0,65.0,85.0,79.0,101.0,0.0
3147.0,3147.0,3147.0,3147.0,3147.0,3147.0,3147.0,3147.0,3147.0,3147.0
