0.0,88.0,45.0,51.0,172.0,68.0,72.0,74.0,105.0,171.0
88.0,0.0,79.0,137.0,119.0,170.0,103.0,24.0,141.0,141.0
45.0,79.0,0.0,110.0,158.0,44.0,30.0,97.0,130.0,102.0
51.0,137.0,110.0,0.0,173.0,30.0,98.0,94.0,79.0,164.0
172.0,119.0,158.0,173.0,0.0,174.0,42.0,126.0,146.0,78.0
68.0,170.0,44.0,30.0,174.0,0.0,179.0,92.0,129.0,33.0
72.0,103.0,30.0,98.0,42.0,179.0,0.0,58.0,57.0,70.0
74.0,24.0,97.0,94.0,126.0,92.0,58.0,0.0,62.0,26.0
105.0,141.0,130.0,79.0,146.0,129.0,57.0,62.0,0.0,88.0
171.0,141.0,102.0,164.0,78.0,33.0,70.0,26.0,88.0,0.0
3321.75,3321.75,3321.75,3321.75,3321.75,3321.75,3321.75,3321.75,3321.75,3321.75
