0.0,162.0,91.0,22.0,135.0,177.0,71.0,118.0,116.0
162.0,0.0,103.0,151.0,96.0,69.0,18.0,160.0,65.0
91.0,103.0,0.0,114.0,35.0,71.0,148.0,90.0,107.0
22.0,151.0,114.0,0.0,65.0,194.0,34.0,65.0,75.0
135.0,96.0,35.0,65.0,0.0,124.0,61.0,137.0,119.0
177.0,69.0,71.0,194.0,124.0,0.0,63.0,146.0,103.0
71.0,18.0,148.0,34.0,61.0,63.0,0.0,81.0,32.0
118.0,160.0,90.0,65.0,137.0,146.0,81.0,0.0,47.0
116.0,65.0,107.0,75.0,119.0,103.0,32.0,47.0,0.0
2598.75,2598.75,2598.75,2598.75,2598.75,2598.75,2598.75,2598.75,2598.75
