0.0,106.0,99.0,134.0,155.0,87.0,198.0,102.0,39.0,63.0
106.0,0.0,75.0,78.0,106.0,68.0,78.0,122.0,79.0,61.0
99.0,75.0,0.0,102.0,167.0,128.0,159.0,105.0,83.0,73.0
134.0,78.0,102.0,0.0,154.0,104.0,148.0,79.0,117.0,105.0
155.0,106.0,167.0,154.0,0.0,164.0,53.0,147.0,135.0,74.0
87.0,68.0,128.0,104.0,164.0,0.0,86.0,102.0,74.0,156.0
198.0,78.0,159.0,148.0,53.0,86.0,0.0,138.0,32.0,9.0
102.0,122.0,105.0,79.0,147.0,102.0,138.0,0.0,121.0,121.0
39.0,79.0,83.0,117.0,135.0,74.0,32.0,121.0,0.0,91.0
63.0,61.0,73.0,105.0,74.0,156.0,9.0,121.0,91.0,0.0
3507.75,3507.75,3507.75,3507.75,3507.75,3507.75,3507.75,3507.75,3507.75,3507.75
