0.0,80.0,119.0,73.0,54.0,41.0,62.0,9.0,170.0,114.0,131.0,32.0,105.0
80.0,0.0,59.0,107.0,67.0,122.0,120.0,119.0,93.0,185.0,63.0,50.0,129.0
119.0,59.0,0.0,127.0,64.0,70.0,97.0,48.0,164.0,121.0,79.0,64.0,89.0
73.0,107.0,127.0,0.0,125.0,136.0,169.0,123.0,33.0,70.0,159.0,119.0,66.0
54.0,67.0,64.0,125.0,0.0,160.0,150.0,104.0,101.0,30.0,157.0,85.0,101.0
41.0,122.0,70.0,136.0,160.0,0.0,59.0,72.0,82.0,172.0,99.0,145.0,102.0
62.0,120.0,97.0,169.0,150.0,59.0,0.0,114.0,183.0,162.0,74.0,176.0,102.0
9.0,119.0,48.0,123.0,104.0,72.0,114.0,0.0,124.0,56.0,124.0,26.0,166.0
170.0,93.0,164.0,33.0,101.0,82.0,183.0,124.0,0.0,77.0,125.0,51.0,107.0
114.0,185.0,121.0,70.0,30.0,172.0,162.0,56.0,77.0,0.0,29.0,86.0,142.0
131.0,63.0,79.0,159.0,157.0,99.0,74.0,124.0,125.0,29.0,0.0,122.0,176.0
32.0,50.0,64.0,119.0,85.0,145.0,176.0,26.0,51.0,86.0,122.0,0.0,100.0
105.0,129.0,89.0,66.0,101.0,102.0,102.0,166.0,107.0,142.0,176.0,100.0,0.0
5976.0,5976.0,5976.0,5976.0,5976.0,5976.0,5976.0,5976.0,5976.0,5976.0,5976.0,5976.0,5976.0
