0.0,42.0,36.0,96.0,64.0,124.0,76.0,151.0,107.0,132.0,131.0,178.0
42.0,0.0,133.0,86.0,123.0,171.0,101.0,92.0,134.0,55.0,20.0,106.0
36.0,133.0,0.0,150.0,89.0,93.0,90.0,90.0,149.0,165.0,167.0,63.0
96.0,86.0,150.0,0.0,120.0,46.0,141.0,124.0,90.0,167.0,120.0,151.0
64.0,123.0,89.0,120.0,0.0,90.0,67.0,84.0,164.0,86.0,113.0,111.0
124.0,171.0,93.0,46.0,90.0,0.0,111.0,170.0,135.0,48.0,75.0,94.0
76.0,101.0,90.0,141.0,67.0,111.0,0.0,64.0,52.0,18.0,107.0,133.0
151.0,92.0,90.0,124.0,84.0,170.0,64.0,0.0,112.0,185.0,69.0,126.0
107.0,134.0,149.0,90.0,164.0,135.0,52.0,112.0,0.0,72.0,83.0,90.0
132.0,55.0,165.0,167.0,86.0,48.0,18.0,185.0,72.0,0.0,123.0,91.0
131.0,20.0,167.0,120.0,113.0,75.0,107.0,69.0,83.0,123.0,0.0,79.0
178.0,106.0,63.0,151.0,111.0,94.0,133.0,126.0,90.0,91.0,79.0,0.0
5193.75,5193.75,5193.75,5193.75,5193.75,5193.75,5193.75,5193.75,5193.75,5193.75,5193.75,5193.75
