0.0,24.0,146.0,86.0,78.0,128.0,147.0,62.0,98.0,101.0,51.0,91.0,54.0
24.0,0.0,90.0,57.0,147.0,131.0,68.0,82.0,59.0,97.0,103.0,79.0,119.0
146.0,90.0,0.0,161.0,114.0,86.0,69.0,28.0,92.0,74.0,171.0,130.0,41.0
86.0,57.0,161.0,0.0,88.0,143.0,108.0,90.0,158.0,70.0,170.0,114.0,142.0
78.0,147.0,114.0,88.0,0.0,116.0,85.0,105.0,100.0,50.0,146.0,140.0,73.0
128.0,131.0,86.0,143.0,116.0,0.0,139.0,142.0,87.0,77.0,16.0,102.0,55.0
147.0,68.0,69.0,108.0,85.0,139.0,0.0,67.0,19.0,85.0,92.0,102.0,126.0
62.0,82.0,28.0,90.0,105.0,142.0,67.0,0.0,95.0,108.0,109.0,50.0,111.0
98.0,59.0,92.0,158.0,100.0,87.0,19.0,95.0,0.0,61.0,104.0,105.0,28.0
101.0,97.0,74.0,70.0,50.0,77.0,85.0,108.0,61.0,0.0,105.0,94.0,25.0
51.0,103.0,171.0,170.0,146.0,16.0,92.0,109.0,104.0,105.0,0.0,38.0,103.0
91.0,79.0,130.0,114.0,140.0,102.0,102.0,50.0,105.0,94.0,38.0,0.0,110.0
54.0,119.0,41.0,142.0,73.0,55.0,126.0,111.0,28.0,25.0,103.0,110.0,0.0
5487.75,5487.75,5487.75,5487.75,5487.75,5487.75,5487.75,5487.75,5487.75,5487.75,5487.75,5487.75,5487.75
