0.0,74.0,136.0,127.0,68.0,168.0,65.0,144.0,137.0,124.0
74.0,0.0,114.0,111.0,174.0,61.0,155.0,101.0,90.0,101.0
136.0,114.0,0.0,130.0,112.0,137.0,102.0,155.0,121.0,129.0
127.0,111.0,130.0,0.0,113.0,78.0,101.0,96.0,75.0,125.0
68.0,174.0,112.0,113.0,0.0,153.0,97.0,14.0,100.0,106.0
168.0,61.0,137.0,78.0,153.0,0.0,46.0,85.0,55.0,131.0
65.0,155.0,102.0,101.0,97.0,46.0,0.0,118.0,148.0,137.0
144.0,101.0,155.0,96.0,14.0,85.0,118.0,0.0,183.0,157.0
137.0,90.0,121.0,75.0,100.0,55.0,148.0,183.0,0.0,39.0
124.0,101.0,129.0,125.0,106.0,131.0,137.0,157.0,39.0,0.0
3744.75,3744.75,3744.75,3744.75,3744.75,3744.75,3744.75,3744.75,3744.75,3744.75
