0.0,63.0,167.0,45.0,141.0,57.0,81.0,67.0,104.0,36.0,20.0,95.0
63.0,0.0,101.0,10.0,98.0,71.0,86.0,94.0,73.0,146.0,52.0,93.0
167.0,101.0,0.0,16.0,70.0,126.0,155.0,108.0,157.0,27.0,114.0,126.0
45.0,10.0,16.0,0.0,163.0,122.0,63.0,100.0,151.0,133.0,107.0,126.0
141.0,98.0,70.0,163.0,0.0,125.0,122.0,125.0,50.0,84.0,116.0,11.0
57.0,71.0,126.0,122.0,125.0,0.0,135.0,82.0,26.0,131.0,79.0,111.0
81.0,86.0,155.0,63.0,122.0,135.0,0.0,177.0,79.0,115.0,75.0,114.0
67.0,94.0,108.0,100.0,125.0,82.0,177.0,0.0,92.0,160.0,136.0,170.0
104.0,73.0,157.0,151.0,50.0,26.0,79.0,92.0,0.0,138.0,84.0,140.0
36.0,146.0,27.0,133.0,84.0,131.0,115.0,160.0,138.0,0.0,165.0,107.0
20.0,52.0,114.0,107.0,116.0,79.0,75.0,136.0,84.0,165.0,0.0,93.0
95.0,93.0,126.0,126.0,11.0,111.0,114.0,170.0,140.0,107.0,93.0,0.0
4954.5,4954.5,4954.5,4954.5,4954.5,4954.5,4954.5,4954.5,4954.5,4954.5,4954.5,4954.5
